Edition,Country,City,Sport,Discipline,Athlete,Team,NOC,Gender,Event,Event_gender,Medal
1932,United States,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,HUN,Men,pommel horse,M,Gold
1932,United States,Los Angeles,Shooting,Shooting,"HRADETZKY-SOOS-RUSZKA, Zoltan",Hungary,HUN,Men,50m rifle prone (60 shots),M,Bronze
1932,United States,Los Angeles,Wrestling,Wrestling Free.,"ZOMBORI, Ödön",Hungary,HUN,Men,- 56kg (bantamweight),M,Silver
1932,United States,Los Angeles,Wrestling,Wrestling Free.,"KÁRPÁTI, Károly",Hungary,HUN,Men,61 - 66kg (lightweight),M,Silver
1932,United States,Los Angeles,Wrestling,Wrestling Free.,"TUNYOGI, Jozsef",Hungary,HUN,Men,72 - 79kg (middleweight),M,Bronze
1936,Germany,Berlin,Aquatics,Swimming,"CSIK, Ferenc",Hungary,HUN,Men,100m freestyle,M,Gold
1936,Germany,Berlin,Aquatics,Swimming,"ABAY-NEMES, Oszkar",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1936,Germany,Berlin,Aquatics,Swimming,"CSIK, Ferenc",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1936,Germany,Berlin,Aquatics,Swimming,"GROF, Ödön",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1936,Germany,Berlin,Aquatics,Swimming,"LENGYEL, Arpad",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1936,Germany,Berlin,Aquatics,Water polo,"BOZSI, Mihaly",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"BRANDI, Jenö",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"BRODY, György",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"HALASSY, Oliver",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"HAZAI, Kalman",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"HOMONNAI, Lajos",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"KUTASI, György",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"MOLNAR, Istvan",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"NEMETH, János",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"SÁRKÁNY, Miklós",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Aquatics,Water polo,"TARICS, Sandor",Hungary,HUN,Men,water polo,M,Gold
1936,Germany,Berlin,Athletics,Athletics,"CSAK, Ibolya",Hungary,HUN,Women,high jump,W,Gold
1936,Germany,Berlin,Boxing,Boxing,"HARANGI, Imre",Hungary,HUN,Men,57.15 - 61.24kg (lightweight),M,Gold
1936,Germany,Berlin,Equestrian,Jumping,H:: SELLO,Hungary,HUN,Men,individual,X,Bronze
1936,Germany,Berlin,Equestrian,Jumping,"VON PLATTHY, Jozsef",Hungary,HUN,Men,individual,X,Bronze
1936,Germany,Berlin,Fencing,Fencing,"ELEK, Ilona",Hungary,HUN,Women,foil individual,W,Gold
1936,Germany,Berlin,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre individual,M,Bronze
1936,Germany,Berlin,Fencing,Fencing,"KABOS, Endre",Hungary,HUN,Men,sabre individual,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"KABOS, Endre",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"RAJCSANYI, Laszlo",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Fencing,Fencing,"RAJCZY, Imre",Hungary,HUN,Men,sabre team,M,Gold
1936,Germany,Berlin,Gymnastics,Artistic G.,"CSILLIK, Margit",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"KALOCSAI, Margit",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"MADARY, Ilona",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"MESZAROS, Gabriella",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"NAGY-SANDOR, Margit",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"TÖRÖS, Olga",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"TÖTH, Judith",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Gymnastics,Artistic G.,"VOIT, Eszter",Hungary,HUN,Women,team competition,W,Bronze
1936,Germany,Berlin,Shooting,Shooting,"BERSZENYI, Ralf",Hungary,HUN,Men,50m rifle prone (60 shots),M,Silver
1936,Germany,Berlin,Wrestling,Wrestling Free.,"ZOMBORI, Ödön",Hungary,HUN,Men,- 56kg (bantamweight),M,Gold
1936,Germany,Berlin,Wrestling,Wrestling Free.,"KÁRPÁTI, Károly",Hungary,HUN,Men,61 - 66kg (lightweight),M,Gold
1936,Germany,Berlin,Wrestling,Wrestling Gre-R,"LÖRINCZ, Marton",Hungary,HUN,Men,- 56kg (bantamweight),M,Gold
1936,Germany,Berlin,Wrestling,Wrestling Gre-R,"PALOTAS, Jozsef",Hungary,HUN,Men,72 - 79kg (middleweight),M,Bronze
1952,Finland,Helsinki,Aquatics,Swimming,"TEMES, Judith",Hungary,HUN,Women,100m freestyle,W,Bronze
1952,Finland,Helsinki,Aquatics,Swimming,"SZÖKE, Katalin",Hungary,HUN,Women,100m freestyle,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"SZEKELY, Eva",Hungary,HUN,Women,200m breaststroke,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,HUN,Women,200m breaststroke,W,Silver
1952,Finland,Helsinki,Aquatics,Swimming,"GYENGE, Valeria",Hungary,HUN,Women,400m freestyle,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,HUN,Women,400m freestyle,W,Silver
1952,Finland,Helsinki,Aquatics,Swimming,"NOVAK, Ilona",Hungary,HUN,Women,4x100m freestyle relay,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,HUN,Women,4x100m freestyle relay,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"SZÖKE, Katalin",Hungary,HUN,Women,4x100m freestyle relay,W,Gold
1952,Finland,Helsinki,Aquatics,Swimming,"TEMES, Judith",Hungary,HUN,Women,4x100m freestyle relay,W,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"ANTAL, Robert",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"BOLVARI, Antal",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"FABIAN, Dezsö",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"HASZNOS, Istvan",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"JENEI, Laszlo",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"KARPATI, György",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"MARKOVICS, Kalman",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"MARTIN, Miklos",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"SZITTYA, Karoly",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"SZIVOS, Istvan",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Aquatics,Water polo,"VIZVARI, György",Hungary,HUN,Men,water polo,M,Gold
1952,Finland,Helsinki,Athletics,Athletics,"CSANYI, György",Hungary,HUN,Men,4x100m relay,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"GOLDOVANYI, Bela",Hungary,HUN,Men,4x100m relay,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"VARASDI, Geza",Hungary,HUN,Men,4x100m relay,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"ZARANDI, Laszlo",Hungary,HUN,Men,4x100m relay,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"ROKA, Antal",Hungary,HUN,Men,50km walk,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"NEMETH, Imre",Hungary,HUN,Men,hammer throw,M,Bronze
1952,Finland,Helsinki,Athletics,Athletics,"CSERMAK, Jozsef",Hungary,HUN,Men,hammer throw,M,Gold
1952,Finland,Helsinki,Athletics,Athletics,"FÖLDESSY, Ödön",Hungary,HUN,Men,long jump,M,Bronze
1952,Finland,Helsinki,Boxing,Boxing,"PAPP, Laszlo",Hungary,HUN,Men,67 - 71kg (light-middleweight),M,Gold
1952,Finland,Helsinki,Canoe / Kayak,Canoe / Kayak F,"NOVAK, Gabor",Hungary,HUN,Men,C-1 10000m,M,Silver
1952,Finland,Helsinki,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",Hungary,HUN,Men,C-1 1000m (canoe single),M,Silver
1952,Finland,Helsinki,Canoe / Kayak,Canoe / Kayak F,"GUROVICS, Jozsef",Hungary,HUN,Men,K-2 10000m,M,Bronze
1952,Finland,Helsinki,Canoe / Kayak,Canoe / Kayak F,"VARGA, Ferenc",Hungary,HUN,Men,K-2 10000m,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"ELEK, Ilona",Hungary,HUN,Women,foil individual,W,Silver
1952,Finland,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"MASZLAY, Lajos",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"PALOCZ, Endre",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"SAKOVICS, Jozsef",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"TILLI, Endre",Hungary,HUN,Men,foil team,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,HUN,Men,sabre individual,M,Bronze
1952,Finland,Helsinki,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre individual,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre individual,M,Silver
1952,Finland,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"KARPATI, Rudolf",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"PAPP, Bertalan",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Fencing,Fencing,"RAJCSANYI, Laszlo",Hungary,HUN,Men,sabre team,M,Gold
1952,Finland,Helsinki,Football,Football,"BOZSIK, Jozsef",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"BUDAI, Laszlo",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"BUZANSZKY, Jenö",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"CSORDAS, Lajos",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"CZIBOR, Zoltan",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"DALNOKI, Jenö",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"GROSICS, Gyula",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"HIDEGKUTI, Nandor",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"KOCSIS, Sandor",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"KOVACS, Imre",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"LANTOS, Mihaly",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"LORANT, Gyula",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"PALOTAS, Peter",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"PUSKAS, Ferenc",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Football,Football,"ZAKARIAS, Jozsef",Hungary,HUN,Men,football,M,Gold
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,balance beam,W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,floor exercises,W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KELETI, Agnes",Hungary,HUN,Women,floor exercises,W,Gold
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,individual all-round,W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"GULYAS, Karolyne",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KELETI, Agnes",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"PERENYI, Karolyne",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"ZALAI, Laszlone",Hungary,HUN,Women,team competition,W,Silver
1952,Finland,Helsinki,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"GULYAS, Karolyne",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KELETI, Agnes",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"PERENYI, Karolyne",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"ZALAI, Laszlone",Hungary,HUN,Women,"team, portable apparatus",W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KELETI, Agnes",Hungary,HUN,Women,uneven bars,W,Bronze
1952,Finland,Helsinki,Gymnastics,Artistic G.,"KORONDI, Margit",Hungary,HUN,Women,uneven bars,W,Gold
1952,Finland,Helsinki,Modern Pentathlon,Modern Pentath.,"SZONDI, Istvan",Hungary,HUN,Men,Individual competition,M,Bronze
1952,Finland,Helsinki,Modern Pentathlon,Modern Pentath.,"BENEDEK, Gabor",Hungary,HUN,Men,Individual competition,M,Silver
1952,Finland,Helsinki,Modern Pentathlon,Modern Pentath.,"BENEDEK, Gabor",Hungary,HUN,Men,Team competition,M,Gold
1952,Finland,Helsinki,Modern Pentathlon,Modern Pentath.,"KOVACSI, Aladar",Hungary,HUN,Men,Team competition,M,Gold
1952,Finland,Helsinki,Modern Pentathlon,Modern Pentath.,"SZONDI, Istvan",Hungary,HUN,Men,Team competition,M,Gold
1952,Finland,Helsinki,Shooting,Shooting,"TAKACS, Karoly",Hungary,HUN,Men,25m rapid fire pistol (60 shots),M,Gold
1952,Finland,Helsinki,Shooting,Shooting,"KUN, Szilard",Hungary,HUN,Men,25m rapid fire pistol (60 shots),M,Silver
1952,Finland,Helsinki,Shooting,Shooting,"BALOGH, Ambrus",Hungary,HUN,Men,50m pistol (60 shots),M,Bronze
1952,Finland,Helsinki,Wrestling,Wrestling Free.,"GURICS, György",Hungary,HUN,Men,73 - 79kg (middleweight),M,Bronze
1952,Finland,Helsinki,Wrestling,Wrestling Gre-R,"HODOS, Imre",Hungary,HUN,Men,52 - 57kg (bantamweight),M,Gold
1952,Finland,Helsinki,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Hungary,HUN,Men,57 - 61kg (featherweight),M,Silver
1952,Finland,Helsinki,Wrestling,Wrestling Gre-R,"SZILVASI, Miklos",Hungary,HUN,Men,67 - 73kg (welterweight),M,Gold
1960,Italy,Rome,Aquatics,Water polo,"BOROS, Otto",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"FELKAI, Laszlo",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"HEVESI, Istvan",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"JENEI, Laszlo",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"KANIZSA, Tivadar",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"KARPATI, György",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"KATONA, Andras",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"MARKOVICS, Kalman",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"MAYER, Mihaly",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Aquatics,Water polo,"RUSORAN, Peter",Hungary,HUN,Men,water polo,M,Bronze
1960,Italy,Rome,Athletics,Athletics,"ROSZAVÖLGYI, Istvan",Hungary,HUN,Men,1500m,M,Bronze
1960,Italy,Rome,Athletics,Athletics,"ZSIVOTZKY, Gyula",Hungary,HUN,Men,hammer throw,M,Silver
1960,Italy,Rome,Athletics,Athletics,"KULCSAR, Gergely",Hungary,HUN,Men,javelin throw,M,Bronze
1960,Italy,Rome,Boxing,Boxing,"TÖRÖK, Gyula",Hungary,HUN,Men,- 51kg (flyweight),M,Gold
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",Hungary,HUN,Men,C-1 1000m (canoe single),M,Gold
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"FARKAS, Imre",Hungary,HUN,Men,C-2 1000m (canoe double),M,Bronze
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"TÖRO, Andras Istvan",Hungary,HUN,Men,C-2 1000m (canoe double),M,Bronze
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",Hungary,HUN,Men,K-1 1000m (kayak single),M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"KEMECZEI, Imre",Hungary,HUN,Men,K-1 4x500m,M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, György",Hungary,HUN,Men,K-1 4x500m,M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"SZENTE, Andras",Hungary,HUN,Men,K-1 4x500m,M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",Hungary,HUN,Men,K-1 4x500m,M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, György",Hungary,HUN,Men,K-2 1000m (kayak double),M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"SZENTE, Andras",Hungary,HUN,Men,K-2 1000m (kayak double),M,Silver
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"BANFALVI-FRIED, Klara",Hungary,HUN,Women,K-2 500m (kayak double),W,Bronze
1960,Italy,Rome,Canoe / Kayak,Canoe / Kayak F,"EGRESI, Vilma",Hungary,HUN,Women,K-2 500m (kayak double),W,Bronze
1960,Italy,Rome,Fencing,Fencing,"DÖMÖLKI-SAKOVICS, Lidia",Hungary,HUN,Women,foil team,W,Silver
1960,Italy,Rome,Fencing,Fencing,"JUHASZ-NAGY, Katalin",Hungary,HUN,Women,foil team,W,Silver
1960,Italy,Rome,Fencing,Fencing,"NYARI-KOVACS, Magdolna",Hungary,HUN,Women,foil team,W,Silver
1960,Italy,Rome,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",Hungary,HUN,Women,foil team,W,Silver
1960,Italy,Rome,Fencing,Fencing,"SZEKELY-MARVALICS, Györgyi",Hungary,HUN,Women,foil team,W,Silver
1960,Italy,Rome,Fencing,Fencing,"KARPATI, Rudolf",Hungary,HUN,Men,sabre individual,M,Gold
1960,Italy,Rome,Fencing,Fencing,"HORVATH, Zoltan",Hungary,HUN,Men,sabre individual,M,Silver
1960,Italy,Rome,Fencing,Fencing,"DELNEKI, Gabor",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Fencing,Fencing,"HORVATH, Zoltan",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Fencing,Fencing,"KARPATI, Rudolf",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Fencing,Fencing,"MENDELENYI, Tamas",Hungary,HUN,Men,sabre team,M,Gold
1960,Italy,Rome,Football,Football,"ALBERT, Florian",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"DALNOKI, Jenö",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"DUDAS, Zoltan",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"DUNAI, Janos",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"FARAGO, Lajos",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"GÖRÖCS, Janos",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"KOVACS, Ferenc",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"NOVAK, Dezsö",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"OROSZ, Pal",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"PAL, Laszlo (Tibor)",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"PAL, Tibor (Laszlo)",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"RAKOSI, Gyula",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"SATORI, Imre",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"SOLYMOSI, Ernö",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"TÖRÖK, Gabor",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"VARHIDI, Pal",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Football,Football,"VILEZSAL, Oszkar",Hungary,HUN,Men,football,M,Bronze
1960,Italy,Rome,Modern Pentathlon,Modern Pentath.,"NEMETH, Ferenc",Hungary,HUN,Men,Individual competition,M,Gold
1960,Italy,Rome,Modern Pentathlon,Modern Pentath.,"NAGY, Imre",Hungary,HUN,Men,Individual competition,M,Silver
1960,Italy,Rome,Modern Pentathlon,Modern Pentath.,"BALCZO, Andras",Hungary,HUN,Men,Team competition,M,Gold
1960,Italy,Rome,Modern Pentathlon,Modern Pentath.,"NAGY, Imre",Hungary,HUN,Men,Team competition,M,Gold
1960,Italy,Rome,Modern Pentathlon,Modern Pentath.,"NEMETH, Ferenc",Hungary,HUN,Men,Team competition,M,Gold
1960,Italy,Rome,Weightlifting,Weightlifting,"VERES, Gyözö",Hungary,HUN,Men,"67.5 - 75kg, total (middleweight)",M,Bronze
1960,Italy,Rome,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Hungary,HUN,Men,57 - 61kg (featherweight),M,Silver
1964,Japan,Tokyo,Aquatics,Water polo,"AMBRUS, Miklos",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"BODNAR, Andras",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"BOROS, Otto",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"FELKAI, Laszlo",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"KANIZSA, Tivadar",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"KARPATI, György",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"KONRAD, Janos",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"MAYER, Mihaly",Hungary,HUN,Men,water polo,M,Gold
1964,Japan,Tokyo,Aquatics,Water polo,"POCSIK, Denes",Hungary,HUN,Men,water polo,M,Gold
