Edition,Country,City,Sport,Discipline,Athlete,Team,NOC,Gender,Event,Event_gender,Medal
1924,France,Paris,Rugby,Rugby,"PIQUIRAL, Etienne",France,FRA,Men,rugby,M,Silver
1924,France,Paris,Rugby,Rugby,"PITEU, R.",France,FRA,Men,rugby,M,Silver
1924,France,Paris,Rugby,Rugby,"RIBERE, E.",France,FRA,Men,rugby,M,Silver
1924,France,Paris,Rugby,Rugby,"VAYSSE, Jean",France,FRA,Men,rugby,M,Silver
1924,France,Paris,Sailing,Sailing,"BREGUET, Louis",France,FRA,Men,8m,X,Bronze
1924,France,Paris,Sailing,Sailing,"GANTHIER, P.",France,FRA,Men,8m,X,Bronze
1924,France,Paris,Sailing,Sailing,"GIRARDET, R.",France,FRA,Men,8m,X,Bronze
1924,France,Paris,Sailing,Sailing,"GUERRIER, A.",France,FRA,Men,8m,X,Bronze
1924,France,Paris,Sailing,Sailing,"MOLLARD, Georges",France,FRA,Men,8m,X,Bronze
1924,France,Paris,Shooting,Shooting,"COLAS, Paul René",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"COURQUIN, Albert",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"HARDY, Pierre",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"JOHNSON, Léon",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"PARMENTIER, André",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"ROES, Georges",France,FRA,Men,"400, 600, 800m free rifle, team",M,Silver
1924,France,Paris,Shooting,Shooting,"COQUELIN DE LISLE, Pierre",France,FRA,Men,50m rifle prone (60 shots),M,Gold
1924,France,Paris,Tennis,Tennis,"BOROTRA, Jean R.",France,FRA,Men,doubles,M,Bronze
1924,France,Paris,Tennis,Tennis,"LACOSTE, Jean René",France,FRA,Men,doubles,M,Bronze
1924,France,Paris,Tennis,Tennis,"BRUGNON, Jacques",France,FRA,Men,doubles,M,Silver
1924,France,Paris,Tennis,Tennis,"COCHET, Henri",France,FRA,Men,doubles,M,Silver
1924,France,Paris,Tennis,Tennis,"COCHET, Henri",France,FRA,Men,singles,M,Silver
1924,France,Paris,Tennis,Tennis,"VLASTO, Julie P.",France,FRA,Women,singles,W,Silver
1924,France,Paris,Weightlifting,Weightlifting,"DECOTTIGNIES, Edmond",France,FRA,Men,"60 - 67.5kg, one-two hand 5 events (lightweight)",M,Gold
1924,France,Paris,Weightlifting,Weightlifting,"RIGOULOT, Charles",France,FRA,Men,"75 - 82.5kg, one-two hand 5 e. (light-heavyweight)",M,Gold
1924,France,Paris,Wrestling,Wrestling Gre-R,"DEGLANE, Henri",France,FRA,Men,+ 82.5kg (super heavyweight),M,Gold
1908,United Kingdom,London,Archery,Archery,"CABARET, Gustave",France,FRA,Men,continental style 50m,M,Bronze
1908,United Kingdom,London,Archery,Archery,"GRISOT, EugÃ¨ne G.",France,FRA,Men,continental style 50m,M,Gold
1908,United Kingdom,London,Archery,Archery,"VERNET, Louis",France,FRA,Men,continental style 50m,M,Silver
1908,United Kingdom,London,Athletics,Athletics,"DE FLEURAC, Louis N.",France,FRA,Men,3miles team (4828m),M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"DREHER, Joseph",France,FRA,Men,3miles team (4828m),M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"LIJANDIER, Paul",France,FRA,Men,3miles team (4828m),M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"ANDRE, Georges",France,FRA,Men,high jump,M,Silver
1908,United Kingdom,London,Cycling,Cycling Track,"LAPIZE, Octave",France,FRA,Men,100km,M,Bronze
1908,United Kingdom,London,Cycling,Cycling Track,"AUFFRAY, André",France,FRA,Men,2000m tandem,M,Gold
1908,United Kingdom,London,Cycling,Cycling Track,"SCHILLES, Maurice",France,FRA,Men,2000m tandem,M,Gold
1908,United Kingdom,London,Cycling,Cycling Track,"AUFFRAY, André",France,FRA,Men,5000m,M,Bronze
1908,United Kingdom,London,Cycling,Cycling Track,"SCHILLES, Maurice",France,FRA,Men,5000m,M,Silver
1908,United Kingdom,London,Cycling,Cycling Track,"DEMANGEL, Emile",France,FRA,Men,One lap (660y) sprint,M,Silver
1908,United Kingdom,London,Fencing,Fencing,"OLIVIER, Eugène Victor",France,FRA,Men,épée individual,M,Bronze
1908,United Kingdom,London,Fencing,Fencing,"ALIBERT, Gaston",France,FRA,Men,épée individual,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"LIPPMANN, Alexandre",France,FRA,Men,épée individual,M,Silver
1908,United Kingdom,London,Fencing,Fencing,"ALIBERT, Gaston",France,FRA,Men,épée team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"BERGER, Henri-Georges",France,FRA,Men,épée team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"COLLIGNON, Charles",France,FRA,Men,épée team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"OLIVIER, Eugène Victor",France,FRA,Men,épée team,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"SEGURA, B. Louis",France,FRA,Men,individual all-round,M,Bronze
1908,United Kingdom,London,Sailing,Sailing,"ARTHUS, Henri",France,FRA,Men,6m,X,Bronze
1908,United Kingdom,London,Sailing,Sailing,"POTHEAU, Louis",France,FRA,Men,6m,X,Bronze
1908,United Kingdom,London,Sailing,Sailing,"RABOT, Pierre",France,FRA,Men,6m,X,Bronze
1908,United Kingdom,London,Shooting,Shooting,"BONNEFOY, Henri",France,FRA,Men,"50+100y small bore rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"COLAS, Paul René",France,FRA,Men,"50+100y small bore rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"LECUYER, Léon",France,FRA,Men,"50+100y small bore rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"REGAUD, André",France,FRA,Men,"50+100y small bore rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"BALME, Eugène",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"COURQUIN, Albert",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"DE BOIGNE, Raoul",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"JOHNSON, Léon",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"LECOQ, Maurice",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"PARMENTIER, André",France,FRA,Men,"free rifle, team",M,Bronze
1908,United Kingdom,London,Water Motorsports,Water Motorspor,"THUBRON, Emile",France,FRA,Men,open class A,M,Gold
1948,United Kingdom,London,Aquatics,Swimming,"VALLEREY JR., Georges",France,FRA,Men,100m backstroke,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"BERNARDO, Joseph",France,FRA,Men,4x200m freestyle relay,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"CORNU, Rene",France,FRA,Men,4x200m freestyle relay,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"JANY, Alexandre",France,FRA,Men,4x200m freestyle relay,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"PADOU JR., Henri",France,FRA,Men,4x200m freestyle relay,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"MIMOUN, Alain",France,FRA,Men,10000m,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"CHEF D'HOTEL, Robert",France,FRA,Men,4x400m relay,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"KEREBEL, Jean",France,FRA,Men,4x400m relay,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"LUNIS, Jacques",France,FRA,Men,4x400m relay,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"SCHEWETTA, Francois",France,FRA,Men,4x400m relay,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"HANSENNE, Marcel",France,FRA,Men,800m,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"HEINRICH, Ignace",France,FRA,Men,decathlon,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"MAZEAS, Jacqueline",France,FRA,Women,discus throw,W,Bronze
1948,United Kingdom,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,FRA,Women,discus throw,W,Gold
1948,United Kingdom,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,FRA,Women,high jump,W,Bronze
1948,United Kingdom,London,Athletics,Athletics,"OSTERMEYER, Micheline",France,FRA,Women,shot put,W,Gold
1948,United Kingdom,London,Basketball,Basketball,"BARRAIS, Andre",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"BONNEVIE, Michel",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"BUFFIERE, Andre",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"CHOCAT, Rene",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"DERENCY, Rene",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"DESAYMONNET, Maurice",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"EVEN, Andre",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"GIRARDOT, Maurice",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"GUILLOU, Fernand",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"OFFNER, Raymond",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"PERRIER, Jacques",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"QUENIN, Yvan",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"ROBUFFIC, Lucien",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Basketball,Basketball,"THIOLON, Pierre",France,FRA,Men,basketball,M,Silver
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"BOUTIGNY, Robert",France,FRA,Men,C-1 1000m (canoe single),M,Bronze
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",France,FRA,Men,C-2 10000m,M,Bronze
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"GANDIL, Georges",France,FRA,Men,C-2 10000m,M,Bronze
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",France,FRA,Men,C-2 1000m (canoe double),M,Bronze
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"GANDIL, Georges",France,FRA,Men,C-2 1000m (canoe double),M,Bronze
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"EBERHART, Henri",France,FRA,Men,K-1 1000m (kayak single),M,Bronze
1948,United Kingdom,London,Cycling,Cycling Road,"BEYAERT, Jose",France,FRA,Men,individual road race,M,Gold
1948,United Kingdom,London,Cycling,Cycling Road,"BEYAERT, Jose",France,FRA,Men,team time trial,M,Bronze
1948,United Kingdom,London,Cycling,Cycling Road,"DUPONT, Jacques",France,FRA,Men,team time trial,M,Bronze
1948,United Kingdom,London,Cycling,Cycling Road,"MOINEAU, Alain",France,FRA,Men,team time trial,M,Bronze
1948,United Kingdom,London,Cycling,Cycling Track,"DUPONT, Jacques",France,FRA,Men,1km time trial,M,Gold
1948,United Kingdom,London,Cycling,Cycling Track,"DRON, Georges",France,FRA,Men,2000m tandem,M,Bronze
1948,United Kingdom,London,Cycling,Cycling Track,"FAYE, Rene",France,FRA,Men,2000m tandem,M,Bronze
1948,United Kingdom,London,Cycling,Cycling Track,"ADAM, Pierre",France,FRA,Men,Team Pursuit (4000m),M,Gold
1948,United Kingdom,London,Cycling,Cycling Track,"BLUSSON, Serge",France,FRA,Men,Team Pursuit (4000m),M,Gold
1948,United Kingdom,London,Cycling,Cycling Track,"COSTE, Charles",France,FRA,Men,Team Pursuit (4000m),M,Gold
1948,United Kingdom,London,Cycling,Cycling Track,"DECANALI, Fernand",France,FRA,Men,Team Pursuit (4000m),M,Gold
1948,United Kingdom,London,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",France,FRA,Men,individual,X,Silver
1948,United Kingdom,London,Equestrian,Dressage,"BURET, Maurice",France,FRA,Men,team,X,Gold
1948,United Kingdom,London,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",France,FRA,Men,team,X,Gold
1948,United Kingdom,London,Equestrian,Dressage,"SAINT-FORT PAILLARD, Jean Gerard",France,FRA,Men,team,X,Gold
1948,United Kingdom,London,Equestrian,Eventing,"CHEVALLIER, Bernard",France,FRA,Men,individual,X,Gold
1948,United Kingdom,London,Equestrian,Jumping,"D'ORGEIX, Jean Francois",France,FRA,Men,individual,X,Bronze
1948,United Kingdom,London,Fencing,Fencing,"ARTIGAS, Edouard",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"DESPRETS, Marcel",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"GUERIN, Henri",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"HUET, Maurice",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"LEPAGE, Henri",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"PECHEUX, Michel",France,FRA,Men,épée team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"BUHAN, Jehan",France,FRA,Men,foil individual,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"D'ORIOLA, Christian",France,FRA,Men,foil individual,M,Silver
1948,United Kingdom,London,Fencing,Fencing,"BONIN, Andre",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"BOUGNOL, René",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"BUHAN, Jehan",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"D'ORIOLA, Christian",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"LATASTE, Jacques",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"ROMMEL, Adrien",France,FRA,Men,foil team,M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Free.,"KOUYOS, Charles",France,FRA,Men,52 - 57kg (bantamweight),M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"FAILLIOT, Pierre",France,FRA,Men,4x400m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"LELONG, Charles Louis",France,FRA,Men,4x400m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"POULENARD, Charles Alexandre Casimir",France,FRA,Men,4x400m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"SCHURRER, Robert",France,FRA,Men,4x400m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"BOUIN, Jean",France,FRA,Men,5000m,M,Silver
1912,Sweden,Stockholm,Equestrian,Eventing,"CARIOU, J",France,FRA,Men,individual,X,Bronze
1912,Sweden,Stockholm,Equestrian,Jumping,"CARIOU, J",France,FRA,Men,individual,X,Gold
1912,Sweden,Stockholm,Equestrian,Jumping,"CARIOU, J",France,FRA,Men,team,X,Silver
1912,Sweden,Stockholm,Equestrian,Jumping,"DUFOURT D'ASTAFORT, Michel",France,FRA,Men,team,X,Silver
1912,Sweden,Stockholm,Equestrian,Jumping,"MEYER, Bernard",France,FRA,Men,team,X,Silver
1912,Sweden,Stockholm,Equestrian,Jumping,"SEIGNER, Albert",France,FRA,Men,team,X,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SEGURA, B. Louis",France,FRA,Men,individual all-round,M,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"THUBE, Amédé",France,FRA,Men,6m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"THUBE, Gaston",France,FRA,Men,6m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"THUBE, Jacques",France,FRA,Men,6m,X,Gold
1912,Sweden,Stockholm,Shooting,Shooting,"COLAS, Paul René",France,FRA,Men,300m free rifle 3 positions (3x40 shots),M,Gold
1912,Sweden,Stockholm,Shooting,Shooting,"COLAS, Paul René",France,FRA,Men,600m free rifle,M,Gold
1912,Sweden,Stockholm,Tennis,Tennis,"CANET, Albert Henri",France,FRA,Men,doubles,M,Bronze
1912,Sweden,Stockholm,Tennis,Tennis,"MENY DE MARANGUE, Edouard Marie Marc",France,FRA,Men,doubles,M,Bronze
1912,Sweden,Stockholm,Tennis,Tennis,"GERMOT, Maurice",France,FRA,Men,doubles indoor,M,Gold
1912,Sweden,Stockholm,Tennis,Tennis,"GOBERT, André Henri",France,FRA,Men,doubles indoor,M,Gold
1912,Sweden,Stockholm,Tennis,Tennis,"CANET, Albert Henri",France,FRA,Men,mixed doubles,X,Bronze
1912,Sweden,Stockholm,Tennis,Tennis,"BROQUEDIS, Marguerite",France,FRA,Women,mixed doubles,X,Bronze
1912,Sweden,Stockholm,Tennis,Tennis,"BROQUEDIS, Marguerite",France,FRA,Women,singles,W,Gold
1912,Sweden,Stockholm,Tennis,Tennis,"GOBERT, André Henri",France,FRA,Men,singles indoor,M,Gold
1920,Belgium,Antwerp,Archery,Archery,"BRULE, Julien Louis",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"EPIN, Léon",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"FAUVEL, Pascal",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G.",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"LEROY, Paul",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"MABELLON, Artur",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"RICHEZ, Eugène",France,FRA,Men,moving bird target 28m teams,M,Bronze
1920,Belgium,Antwerp,Archery,Archery,"BRULE, Julien Louis",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"EPIN, Léon",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"FAUVEL, Pascal",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G.",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"LEROY, Paul",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"MABELLON, Artur",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"RICHEZ, Eugène",France,FRA,Men,moving bird target 33m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"BRULE, Julien Louis",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"EPIN, Léon",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"FAUVEL, Pascal",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G.",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"LEROY, Paul",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"MABELLON, Artur",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"RICHEZ, Eugène",France,FRA,Men,moving bird target 50m teams,M,Silver
1920,Belgium,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston",France,FRA,Men,"moving bird target, 28m",M,Silver
1920,Belgium,Antwerp,Archery,Archery,"BRULE, Julien Louis",France,FRA,Men,"moving bird target, 33m",M,Silver
1920,Belgium,Antwerp,Archery,Archery,"BRULE, Julien Louis",France,FRA,Men,"moving bird target, 50m",M,Gold
1920,Belgium,Antwerp,Athletics,Athletics,"GUILLEMOT, Joseph",France,FRA,Men,10000m,M,Silver
1920,Belgium,Antwerp,Athletics,Athletics,"ALI KAHN, Emile",France,FRA,Men,4x100m relay,M,Silver
1920,Belgium,Antwerp,Athletics,Athletics,"LORAIN, René",France,FRA,Men,4x100m relay,M,Silver
1920,Belgium,Antwerp,Athletics,Athletics,"MOURLON, René",France,FRA,Men,4x100m relay,M,Silver
1920,Belgium,Antwerp,Athletics,Athletics,"TIRARD, René",France,FRA,Men,4x100m relay,M,Silver
1920,Belgium,Antwerp,Athletics,Athletics,"ANDRE, Georges",France,FRA,Men,4x400m relay,M,Bronze
1920,Belgium,Antwerp,Athletics,Athletics,"DELVART, Maurice",France,FRA,Men,4x400m relay,M,Bronze
1920,Belgium,Antwerp,Athletics,Athletics,"DEVAUX, Jean André",France,FRA,Men,4x400m relay,M,Bronze
1920,Belgium,Antwerp,Athletics,Athletics,"FERY, Gaston",France,FRA,Men,4x400m relay,M,Bronze
1920,Belgium,Antwerp,Athletics,Athletics,"GUILLEMOT, Joseph",France,FRA,Men,5000m,M,Gold
1920,Belgium,Antwerp,Boxing,Boxing,"ELUERE, Albert Xavier",France,FRA,Men,+ 79.38kg (heavyweight),M,Bronze
1920,Belgium,Antwerp,Boxing,Boxing,"FRITSCH, Paul",France,FRA,Men,53.52 - 57.15kg (featherweight),M,Gold
1920,Belgium,Antwerp,Boxing,Boxing,"GACHET, Jean",France,FRA,Men,53.52 - 57.15kg (featherweight),M,Silver
1920,Belgium,Antwerp,Cycling,Cycling Road,"CANTELOUBE, Fernand",France,FRA,Men,individual time trial,M,Bronze
1920,Belgium,Antwerp,Cycling,Cycling Road,"CANTELOUBE, Fernand",France,FRA,Men,team time trial,M,Gold
1920,Belgium,Antwerp,Cycling,Cycling Road,"DETREILLE, Georges",France,FRA,Men,team time trial,M,Gold
1920,Belgium,Antwerp,Cycling,Cycling Road,"GOBILLOT, Marcel",France,FRA,Men,team time trial,M,Gold
1920,Belgium,Antwerp,Cycling,Cycling Road,"SOUCHARD, Achille",France,FRA,Men,team time trial,M,Gold
1920,Belgium,Antwerp,Equestrian,Vaulting,FIELD,France,FRA,Men,figure riding individual,X,Silver
1920,Belgium,Antwerp,Equestrian,Vaulting,CAUCHY,France,FRA,Men,figure riding team,X,Silver
1920,Belgium,Antwerp,Equestrian,Vaulting,FIELD,France,FRA,Men,figure riding team,X,Silver
1920,Belgium,Antwerp,Equestrian,Vaulting,SALINS,France,FRA,Men,figure riding team,X,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"BUCHARD, Gustave",France,FRA,Men,épée individual,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"MASSARD, Armand",France,FRA,Men,épée individual,M,Gold
1920,Belgium,Antwerp,Fencing,Fencing,"LIPPMANN, Alexandre",France,FRA,Men,épée individual,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"AMSON, Gaston",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"BUCHARD, Gustave",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"CASANOVA, Georges",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"LIPPMANN, Alexandre",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"MASSARD, Armand",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"MOREAU, Emile",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"TROMBERT, Georges",France,FRA,Men,épée team,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"DUCRET, Roger François",France,FRA,Men,foil individual,M,Bronze
1920,Belgium,Antwerp,Fencing,Fencing,"CATTIAU, Philippe",France,FRA,Men,foil individual,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"AMSON, Gaston",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"BONY DE CASTELLANE, Lionel",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"CATTIAU, Philippe",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"DUCRET, Roger François",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"GAUDIN, Lucien",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"LABATTUT, André",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"PERROT, Marcel",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"TROMBERT, Georges",France,FRA,Men,foil team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"DE SAINT GERMAIN, Henri Marie Raoul",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"LACROIX, Jean André",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"MARGRAFF, Jean",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"MONDIELLI, Jean",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"PERRODON, Marc Marie Jean",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Fencing,Fencing,"TROMBERT, Georges",France,FRA,Men,sabre team,M,Silver
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"GOUNOT, Jean",France,FRA,Men,individual all-round,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"TORRES, Marcos",France,FRA,Men,individual all-round,M,Silver
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"BERGER, Georges",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"BOUCHES, Emile",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"BOULANGER, René",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"BUYENNE, Alfred",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"CORDONNIER, Eugène",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"DELSARTE, Léon",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"DEMANET, Lucien",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"DURIN, Paul Joseph",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"DUVANT, Georges",France,FRA,Men,team competition,M,Bronze
1920,Belgium,Antwerp,Gymnastics,Artistic G.,"FAUCONNIER, Fernand",France,FRA,Men,team competition,M,Bronze
